key,answer_A_label,answer_B_label,winner,winner_raw,model
8fca76ee8996a4134a1f9afbbe99c6cc2ef744c3,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
69934dcf7b09871b0af4e69855b0e7cf9323e8ff,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
ae68cdd81311289aaa93d4092ce738caa21d2cec,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
01685167764504116ddbe2745de8baa7832abcac,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
c81c82e1012f920b10e4a0ea612061b336350485,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
8540d84674a8c3bfb0292d0f999f904a36d94985,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
6536f9079ea9c95053a2094d2f65a96d1c0e2d8d,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
57f1590318c5662a02a6ba2cdfb8865993e6c9e8,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
89c48873f75a9aaaf3021eb4d5a047e755808c88,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
132438337b74e6246f18fa266d675abbda05dd21,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
80f3f5d1aa0cd832867da8a3f3b3e6c290c68a73,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
219c4e810be8249c0cd8a746caf9e5a134e91881,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
fd63e4e6a446d5cb096ed7142c43fcd210948ab7,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
8f7b5eb130eafc07afdca75356c6b0fddfc761cb,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
dc4c67ed1801935cec24c18b9a2ce87cc554f570,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
a37515bcb73e333debe9bf2d7d3c927ba6c1e02d,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
907004dc4ccf7207d7b9121786894fe7725ae08f,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
ec5d1cdae88b5429fa26fb7cd5c33ea2f9ff84c3,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
39a7e81c058ce9a9ed8036c9c5e389c1a5809906,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
ae7bd7c5ed5717e2b950aef4bb11aa0c70d1bbab,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
fb2b488d6650a898bf95a13ad69e334fbed2dca9,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
f775b62f69ba79cd092498be4cf42bde89c84a9b,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
b96cfe966891a13662088ae1a99fc4685d65382a,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
84f9b1eb8f80d1e2ca8e59b84b4d89940e8277cf,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
fe8cda9f1ff047427b0640cbe8303522374234f4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
367acb26ea181b986e9f7f1be3c820a26ca61fdc,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
70fcd70f530d7603a849164b61771b5e10b49c68,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
e9af2929b07397619e962eb4246fc780400f71c1,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
1b674d1a70dbc485c333a6e748c9e9c088ae6186,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
3f47d28060a0244516347208602a05073bf93f56,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
1537ffac6487715ffbf7377f8364e9e837ee72ee,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
aec5f83d52f575759b8f13156b118a96bd7cb335,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
df46296486e0398a4c64333f6386546b44185b9f,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
df107bc8d7ec447faf5deb32665ceb792cb775d3,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
e38fd3c03f6d61db7fb7aa80b860ceb6716eb309,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
84fc7d6e34bcaacfa6e9a888e1dd5d8af46e07cf,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
18d260a1302af8c793f667342fc032c58a1a077b,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
6124093e00cad93c2e08ead7141c993a4b0ca4e9,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
f444e10708092d47e5ed65c791353188a95634e9,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
d6ea598012e1b5a07937c9f6398a6a3ac33427d6,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
827d6fb3efff32e3eac824c0fcfb915edae753f3,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
40879158ab535cc856d35a9d59e66f1525f08eda,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
55ffd7d464272294f616adb47f3e4700a0f9e052,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
92af8bc66d5ef64b19b59a2ca8fea0a4b1b3ef49,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
008372cafd8e51c0f4e7d184bf1c7fbe8da2b3d7,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
b1b805fedd9622ade4a4853f8a1d29b90ba9d783,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
bc716e486d4387fe34b7df358ae90f32926db928,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
6f4da2afbaeb3de6527c87c466802daf8e093dea,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
4744c640c747c25231590b09ae8b3385832da203,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
7078b856b58fe0993b803a0b2b1e260d037ba6b2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
d09554fb1a1c67b963f4a31ee5cee7f69be230b6,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
29f2560ea4ad9b15a10407b4db5872b53778c668,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
cf93240038e5e9b0b2eefbe00019566edde1b7a4,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
a36e66ca01f04c3f50eb11c5f27c9837541795ee,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
43906ef7978bf8f53563072805681d750adc4273,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
f153ffcfe72ad0c33d78c890b3834fc66df2d98f,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
599cf558558e03a438283b5180d13307e12b897f,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
043d37e455a3e704b655532d6edb716a5004f941,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
9512518cc83a6ff1e55f04aff50f90bce3dea17f,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
9d1b05e263639e0040228b84b915d7bd5fd84b76,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
9f9e537690756c983dbe91020829f72183a69f73,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
54b3da25b26dd26373c87abb7827c92cca276669,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
fa55f0725bb8d1b2b5e026fadc46f72547219d8d,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
e218339cfde1efef67a00c0faa118239e4bfbb11,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
546c16493a5d596d57786d8ff0696c4610642a53,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
ddd005a5fa3f7344c21d19e3d5b32ea0ae23dec3,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
bde24c019bb42a4c34ca2542eb7317756f62b09d,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
02fa939d91238f53c8b222174fd39c946d6a3f7b,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
c144680e1b3fe083bd7e5528e4b2d21cbcc05ac9,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
c153dcbdc7939df48839b1f1a179aaa692801347,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
2e766437fbac99f3b314fcab35abe72350afcbe2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
ff02c089305577d9216337c2cc40266aea6c44b5,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
309ad92081a6103dd781dc11d26584a695d12ff9,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
fa7fa80c112c1f09b750d693e46da447f36779f5,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
da7ef008cca46d1787548235929f8ba70088c701,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
a5b64b92584a51b8259ba63af4590d7b200843ca,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
4280a0de7d1341b404a5b9b7c15835f495a9ab60,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
b3252e0c08d41d5d142bded5fa680a6cc87b1939,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
a04417c00f41df68745a8ce25fde82482f8c62d1,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
dfd3ce7c6626e0ebddefae2f568f77971a459b65,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
97cc9342bc5b2d2b582667677ccc25d099a271d4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
5cc73f2cbcc49f7e2457ab25b7528fae964b90e0,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
ff5507cdebaf902ee71bbb0a5eba330a69d4f8cc,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
58f73f3bbf511b153d4d349de174a86a0233e33e,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
3d1b5b9542bede9689ff12961cb522ce8b525989,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
e79adfe4e2e87ce3ac9a36d919d44559b2373695,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
212eb0ecfedab71494b3d6ca6f110a1ecd4aa7c0,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
01a3ff971d5abd6ad29fbd5b3fffee69fba20862,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
c299b3db2bad452785979a4fdffff8ac8b9cc344,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage3_det_cleaned_v4,A,gpt-4o-mini
085915aa55b2f8cc4b26698c92caef3eb8ceb8ff,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
bbef726f3774c913d69151a5ce5e7e05d6bd205a,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
9ef22931d71ea493a52c2d7dea116de99fa30996,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
0916922ac53b4fe5a80ce5b27aef3d7d57c4e67d,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
b09aca3e0e8f56cdf3f8af599505130653886621,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
a3fccbd37a9ade9c0c5b86cec4bc68adc3bed1a9,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
9de35d2a2a361e9f17bd1bda86b29409bc40b979,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
68904587d3e5098b7b4c461252d877438e9ff9fe,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
4b836ad0d8f2643cfc6a50315255d76186ffd0a7,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
d1075fcf3e9047858a7bb1bea5928849cb69a7dc,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
347e717bc608112a1888a6aff4bd435c71a3b146,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
e89ccb2f85ef27f07b8132eff3190ed4354f17d5,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
210cce6c286f32d26ffb9b4bd1313c67ed1c3def,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
5d899a58e7831631dd0703eaa15b47b23a051996,stage2_det_cleaned_v2,stage3_det_cleaned_v4,TIE,TIE,gpt-4o-mini
abdbc0721414fe9e4acec659f9d1434bd451b94c,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
bd0f8d458566a880cca2ad3533fe4f3b13152cb9,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
95cc663788c6a9d53bd0638cba81ec1e2145fefe,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
bd96687f428467da91274f9f9be0aa732e97a93e,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
ed4155e00dcb6d53e45f162fd9c24f58390f68cc,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage3_det_cleaned_v4,B,gpt-4o-mini
558a68c0fdd9a5d62d1f8cd31c29601831adf161,stage3_det_cleaned_v4,stage2_det_cleaned_v2,TIE,TIE,gpt-4o-mini
8d8e3d1d45c5f3ebd96b90c6ebf7c9aea299c1fd,stage3_det_cleaned_v4,stage2_det_cleaned_v2,stage2_det_cleaned_v2,B,gpt-4o-mini
25a736d107465ab4859a549dbcf3a51bcd614245,stage2_det_cleaned_v2,stage3_det_cleaned_v4,stage2_det_cleaned_v2,A,gpt-4o-mini
