key,answer_A_label,answer_B_label,winner,winner_raw,model
a5b64b92584a51b8259ba63af4590d7b200843ca,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
e2dda4eb234cb0cdd88452ce2dcfcaec9d43799b,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
f775b62f69ba79cd092498be4cf42bde89c84a9b,stage2_counseling,base_mistral7b,base_mistral7b,B,gpt-4o-mini
a04417c00f41df68745a8ce25fde82482f8c62d1,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
6c0ebef3b54bded8fc4a57d75b48b7ba2a39371a,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
fe8cda9f1ff047427b0640cbe8303522374234f4,stage2_counseling,base_mistral7b,base_mistral7b,B,gpt-4o-mini
97cc9342bc5b2d2b582667677ccc25d099a271d4,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
88fd489e4e5a94cfd5a7291a5990a785f4253a54,stage2_counseling,base_mistral7b,base_mistral7b,B,gpt-4o-mini
a90ce0e4daaad560fc2669d416f1ec5f5e05205d,base_mistral7b,stage2_counseling,base_mistral7b,A,gpt-4o-mini
70fcd70f530d7603a849164b61771b5e10b49c68,stage2_counseling,base_mistral7b,base_mistral7b,B,gpt-4o-mini
1537ffac6487715ffbf7377f8364e9e837ee72ee,stage2_counseling,base_mistral7b,base_mistral7b,B,gpt-4o-mini
